model,r1,r2,r3,r4,optimal
teapotW,0,2,4,4,100.000000
teapotW,3,4,4,4,56.687196
teapotW,4,4,4,4,32.578380
teapotW,3,4,4,4,27.187290
teapotW,3,3,4,5,40.667059
