model,r1,r2,r3,r4,optimal
teapot,0,2,3,4,100.000000
teapot,2,3,3,3,56.552222
teapot,3,3,4,4,38.176940
teapot,4,4,4,4,39.344288
teapot,4,4,4,4,46.053400
teapot,1,1,1,1,100.000000
teapot,1,1,2,2,19.323365
teapot,2,2,2,2,20.939115
teapot,3,3,4,4,44.639398
