model,r1,r2,r3,r4,optimal
teapotW,0,3,3,4,100.000000
teapotW,2,2,3,3,76.699519
teapotW,2,3,3,3,69.423644
teapotW,2,2,3,3,51.550472
teapotW,2,2,3,3,53.436660
