model,r1,r2,r3,r4,optimal
cowW,0,2,3,5,100.000000
cowW,3,4,4,5,76.165197
cowW,3,3,4,5,73.780025
cowW,3,4,4,5,79.111132
cowW,4,5,5,5,85.243715
cowW,1,4,4,4,89.010365
