model,r1,r2,r3,r4,optimal
monkey,3,3,4,4,100.000000
monkey,0,3,4,4,98.214481
monkey,1,2,2,2,92.876931
monkey,0,2,2,4,96.970800
monkey,0,1,1,4,96.498686
monkey,1,3,4,5,97.162035
