model,r1,r2,r3,r4,optimal
monkeyW,1,2,4,5,100.000000
monkeyW,2,2,3,4,76.367904
monkeyW,2,3,4,4,73.658853
monkeyW,2,2,2,4,78.761310
monkeyW,2,3,3,5,84.192018
monkeyW,2,3,3,4,81.921992
monkeyW,2,3,3,5,79.569922
monkeyW,2,3,5,5,79.950792
monkeyW,2,2,2,4,80.230913
monkeyW,2,2,4,5,77.728743
