model,r1,r2,r3,r4,optimal
pumpkin,1,3,3,4,100.000000
pumpkin,3,3,3,4,72.996361
pumpkin,3,3,3,4,74.629365
pumpkin,2,3,3,4,76.763848
pumpkin,3,3,3,4,77.355676
pumpkin,3,3,3,4,74.828850
pumpkin,2,3,4,4,81.760392
pumpkin,3,4,4,4,79.553578
pumpkin,3,3,3,4,75.562017
