model,r1,r2,r3,r4,optimal
pumpkin,0,0,1,3,100.000000
pumpkin,2,2,2,4,76.372887
pumpkin,2,2,3,4,77.884832
pumpkin,2,2,3,4,82.519905
pumpkin,2,3,4,5,81.361461
