model,r1,r2,r3,r4,optimal
cow,2,3,4,5,100.000000
cow,1,2,3,5,36.644105
cow,1,2,3,5,37.301070
cow,2,3,4,5,35.705827
cow,1,2,3,5,39.967452
cow,3,4,5,5,34.328797
cow,2,3,3,5,36.161786
cow,2,3,4,5,37.119760
cow,2,3,3,5,37.002773
