model,r1,r2,r3,r4,optimal
rosesW,1,1,2,3,100.000000
rosesW,2,2,2,2,56.739102
rosesW,3,3,3,3,74.498791
rosesW,1,1,1,1,100.000000
rosesW,2,2,2,2,49.825674
rosesW,3,4,4,4,58.244673
rosesW,2,2,2,2,37.318473
rosesW,2,2,2,2,19.625011
rosesW,2,2,2,2,36.526473
rosesW,2,2,2,2,22.652785
