model,r1,r2,r3,r4,optimal
monkeyW,1,2,3,4,100.000000
monkeyW,2,3,4,4,93.261997
monkeyW,2,3,4,4,96.278640
monkeyW,2,2,3,4,89.651159
monkeyW,1,2,2,2,69.055207
monkeyW,3,3,4,5,94.736481
monkeyW,1,2,3,3,98.251819
monkeyW,1,2,4,5,95.631738
monkeyW,1,2,2,5,97.253946
monkeyW,1,2,4,5,96.907317
