model,r1,r2,r3,r4,optimal
monkey,2,3,4,5,100.000000
monkey,2,3,4,5,73.279373
monkey,3,3,4,5,70.606525
monkey,2,3,4,5,69.758336
monkey,2,3,4,5,71.295603
monkey,3,3,3,5,75.634195
monkey,2,3,4,5,74.688455
monkey,2,3,4,5,73.641065
monkey,3,4,4,5,72.401726
