model,r1,r2,r3,r4,optimal
cow,0,2,2,3,100.000000
cow,4,4,4,5,56.970350
cow,3,3,4,4,59.898185
cow,4,4,5,5,63.088967
cow,1,1,1,1,100.000000
cow,4,4,4,5,61.102219
cow,4,4,5,5,56.261198
cow,3,3,3,3,50.893608
cow,3,3,3,3,53.812753
cow,2,2,2,2,49.481666
