model,r1,r2,r3,r4,optimal
teapot,0,1,4,5,100.000000
teapot,3,3,3,4,53.851060
teapot,2,3,3,4,54.662469
teapot,2,3,3,4,52.013500
teapot,2,2,2,2,32.838053
teapot,2,2,3,3,36.581076
teapot,2,3,3,3,39.464451
teapot,1,1,3,5,54.953063
teapot,3,3,3,5,54.989000
teapot,2,2,2,3,61.873190
