model,r1,r2,r3,r4,optimal
teapotW,1,2,3,4,100.000000
teapotW,3,3,3,3,33.267605
teapotW,2,2,3,3,37.294079
teapotW,3,4,4,4,31.625361
teapotW,4,4,4,4,25.399257
teapotW,4,4,4,4,20.842014
teapotW,3,3,3,4,14.766459
teapotW,3,3,3,3,21.960016
teapotW,3,3,3,3,13.173143
teapotW,3,3,3,3,9.641644
