model,r1,r2,r3,r4,optimal
cowW,0,2,4,5,100.000000
cowW,3,3,3,4,33.744018
cowW,2,3,3,4,36.508755
cowW,3,3,3,4,37.778978
cowW,4,4,4,5,28.799087
