model,r1,r2,r3,r4,optimal
cow,1,2,3,4,100.000000
cow,3,4,4,5,36.824740
cow,4,4,4,5,42.976459
cow,4,4,4,5,39.596014
cow,4,4,4,5,38.597802
cow,3,3,3,4,100.000000
cow,3,3,3,5,5.706510
cow,3,3,4,4,10.813064
cow,3,3,3,4,14.776369
cow,3,3,3,4,9.623045
