model,r1,r2,r3,r4,optimal
monkey,2,3,3,5,100.000000
monkey,4,4,4,5,73.461010
monkey,4,4,4,5,80.104010
monkey,4,4,5,5,82.018842
monkey,3,4,4,5,83.489569
