model,r1,r2,r3,r4,optimal
monkeyW,0,1,2,4,100.000000
monkeyW,1,1,2,4,93.952130
monkeyW,0,2,2,4,97.712926
monkeyW,1,1,2,2,92.028792
monkeyW,0,2,2,4,97.000972
monkeyW,0,1,1,4,96.649810
monkeyW,1,2,4,5,97.426585
