model,r1,r2,r3,r4,optimal
pumpkinW,0,1,2,3,100.000000
pumpkinW,2,2,2,3,76.720206
pumpkinW,2,2,3,3,74.023789
pumpkinW,2,3,4,4,78.164506
pumpkinW,3,4,4,5,84.212480
pumpkinW,4,4,4,5,85.553217
pumpkinW,4,4,4,5,88.963486
