model,r1,r2,r3,r4,optimal
monkeyW,1,2,3,4,100.000000
monkeyW,2,3,3,4,56.697315
monkeyW,2,3,3,3,59.796127
monkeyW,2,3,3,4,55.306490
monkeyW,1,3,4,4,49.546316
monkeyW,2,3,4,4,48.236261
