model,r1,r2,r3,r4,optimal
rosesW,2,3,3,4,100.000000
rosesW,4,4,4,4,75.699144
rosesW,4,4,4,5,75.224695
rosesW,4,4,4,5,74.029104
rosesW,4,4,4,4,72.814312
rosesW,4,4,4,5,73.736573
rosesW,3,3,4,4,72.221439
rosesW,3,3,3,4,72.852700
rosesW,3,4,5,5,74.609557
