model,r1,r2,r3,r4,optimal
monkeyW,0,1,2,5,100.000000
monkeyW,1,2,2,5,94.118622
monkeyW,1,3,4,4,94.254156
monkeyW,0,0,4,5,96.062860
monkeyW,1,3,3,5,92.436903
monkeyW,0,0,3,5,95.389508
monkeyW,1,2,5,5,96.500140
monkeyW,3,3,3,5,95.232913
monkeyW,2,2,3,4,92.290344
monkeyW,0,0,1,1,86.413292
