model,r1,r2,r3,r4,optimal
cowW,1,3,4,5,100.000000
cowW,3,3,4,5,56.494103
cowW,3,3,4,5,38.134264
cowW,3,3,4,5,39.391093
cowW,3,3,4,5,36.482490
