model,r1,r2,r3,r4,optimal
pumpkin,2,2,3,4,100.000000
pumpkin,4,4,4,5,76.976745
pumpkin,2,3,4,5,82.330120
pumpkin,2,3,3,4,83.691380
pumpkin,1,2,3,4,90.303322
pumpkin,2,3,4,5,85.460357
pumpkin,2,3,3,3,80.961021
pumpkin,2,2,3,5,82.847781
pumpkin,1,2,2,3,81.489786
pumpkin,2,2,2,4,81.703865
