model,r1,r2,r3,r4,optimal
roses,0,1,3,4,100.000000
roses,0,0,0,0,100.000000
roses,1,1,1,1,59.146239
roses,1,1,1,1,46.640430
roses,1,2,2,2,53.804996
roses,1,1,1,1,50.146281
roses,0,0,0,0,43.882048
roses,5,5,5,5,67.298439
roses,1,1,1,1,42.665261
roses,0,0,0,0,45.892289
