model,r1,r2,r3,r4,optimal
pumpkinW,0,1,2,5,100.000000
pumpkinW,0,2,4,5,95.836548
pumpkinW,1,2,2,4,92.253596
pumpkinW,0,0,5,5,93.363487
pumpkinW,0,0,0,0,98.779144
