model,r1,r2,r3,r4,optimal
teapotW,0,2,3,4,100.000000
teapotW,3,4,5,5,56.528898
teapotW,3,3,4,5,59.200539
teapotW,4,4,5,5,64.735820
teapotW,2,3,5,5,69.442678
