model,r1,r2,r3,r4,optimal
pumpkin,0,2,4,5,100.000000
pumpkin,1,3,3,5,76.191152
pumpkin,2,3,4,5,74.194292
pumpkin,2,3,4,5,78.280538
pumpkin,2,3,4,5,73.461962
pumpkin,1,3,4,5,79.447196
pumpkin,0,1,4,5,75.763595
pumpkin,1,2,3,5,76.532474
pumpkin,1,2,4,5,73.739367
