model,r1,r2,r3,r4,optimal
monkeyW,1,2,3,4,100.000000
monkeyW,1,3,3,3,76.722314
monkeyW,0,0,0,0,58.257638
monkeyW,0,0,1,1,55.377028
monkeyW,1,2,2,3,74.802985
monkeyW,1,3,3,5,75.077960
