model,r1,r2,r3,r4,optimal
roses,0,1,3,5,100.000000
roses,2,3,4,5,74.768226
roses,2,3,4,5,74.568160
roses,2,3,4,5,75.006779
roses,1,3,4,5,75.406638
roses,1,3,4,5,72.633437
roses,1,2,3,5,67.519982
roses,1,2,3,5,64.615743
roses,1,2,4,5,64.678809
roses,3,4,4,5,65.333743
