model,r1,r2,r3,r4,optimal
cowW,2,3,4,5,100.000000
cowW,4,4,4,4,36.621841
cowW,4,4,4,5,33.125052
cowW,3,3,3,3,26.661934
cowW,3,3,3,3,30.163855
cowW,3,3,3,3,29.299336
cowW,3,3,3,4,29.125577
cowW,2,4,4,5,51.995785
cowW,3,3,3,4,45.871115
cowW,2,2,4,4,100.000000
