model,r1,r2,r3,r4,optimal
cow,1,3,4,4,100.000000
cow,2,3,4,4,77.267706
cow,3,3,3,4,52.573064
cow,2,3,3,4,60.051998
cow,2,3,3,4,56.054103
cow,3,3,3,4,67.001158
cow,3,3,3,5,55.468743
cow,3,3,4,5,51.448385
cow,3,3,3,5,46.356729
cow,3,3,4,5,48.854388
