model,r1,r2,r3,r4,optimal
roses,1,1,2,3,100.000000
roses,4,4,4,4,56.773534
roses,2,2,2,2,75.755710
roses,2,2,2,3,73.576256
roses,2,2,2,3,74.645581
roses,1,2,2,3,73.037105
roses,1,2,2,3,74.841416
roses,1,2,2,2,76.343191
roses,2,2,2,4,75.107910
roses,2,2,2,3,72.393167
