reduce,ssim
0.01020408163265306,0.9869865894317627
0.02021193092621664,0.9787810444831848
0.030428277080062793,0.9887411832809448
0.040644623233908946,0.9918930411338807
0.05057888540031397,0.9871113538742066
0.06078296703296703,0.9763293743133545
0.0709870486656201,0.9763524889945984
0.08092131083202511,0.9724112033843995
0.09143200549450549,0.9729594469070435
0.10085115777080063,0.9728942394256592
0.11105523940345369,0.9743575811386108
0.12125932103610675,0.9708468079566955
0.13126717032967034,0.9661041021347045
0.1412750196232339,0.9658985614776612
0.15147910125588698,0.9695703029632569
0.16148695054945056,0.9686836719512939
0.1716910321821036,0.9639699697494507
0.18189511381475668,0.9625968694686889
0.19190296310832025,0.9632873415946961
0.20210704474097332,0.9576218008995057
0.21231112637362637,0.9562552452087403
0.2217302786499215,0.953701376914978
0.23271928963893249,0.9468348979949951
0.24262902276295134,0.9415696144104004
0.2524774332810047,0.9370796203613281
0.26237490188383045,0.934484326839447
0.27249926412872844,0.930485463142395
0.282911842621664,0.9273736596107482
0.2924904336734694,0.924689793586731
0.30232044740973313,0.923699426651001
0.31303350667189955,0.9213516116142273
0.32224416208791207,0.9195712208747864
0.3328652374411303,0.9203127264976502
0.3423457123233909,0.9190174579620362
0.3524884713500785,0.9165885090827942
0.36264349489795916,0.915393078327179
0.3727617248822606,0.9152777433395386
0.38257947409733123,0.91454576253891
0.392476942700157,0.9153465509414673
0.4028588598901099,0.9157490253448486
0.41306294152276296,0.9163352727890015
0.42323022959183676,0.9165116906166076
0.4330541110675039,0.9163108825683594
0.4434544250392465,0.9153978109359742
0.4531679258241758,0.9144157648086548
0.4629488814756672,0.9136963367462159
0.47285861459968603,0.9132379055023193
0.4830136381475667,0.9108731269836425
0.4934875392464678,0.9118373036384583
0.5027840463108321,0.9098727226257324
0.5129819956828885,0.908387053012848
0.5230143740188383,0.9057026624679565
0.5334637460753532,0.905281376838684
0.5429258241758241,0.9048459529876709
0.5529765992935636,0.9042683362960815
0.5630764324960753,0.9027045011520386
0.5731946624803768,0.902883780002594
0.5830246762166404,0.9014442682266235
0.5930509222919937,0.9010591268539428
0.603156887755102,0.9002453804016113
0.6134652178178964,0.8998364210128784
0.6233136283359497,0.8993127822875977
0.6333214776295133,0.8990641951560974
0.6434397076138147,0.8984329342842102
0.6540117248822606,0.8983859777450561
0.6634308771585558,0.8975633144378662
0.6738189266091051,0.8972715020179749
0.6835876177394035,0.8974616646766662
0.6942086930926217,0.8978494763374328
0.7042165423861853,0.8979800701141357
0.7144206240188383,0.89818115234375
0.7242812990580848,0.8982909440994262
0.7342032967032966,0.8976961970329285
0.743971987833595,0.898304033279419
0.7540534242543171,0.8979658722877503
0.7641900510204082,0.8981453537940979
0.7745413069073783,0.8983311772346496
0.7847699175824175,0.8985950350761414
0.7948145604395604,0.8980690479278565
0.8042766385400314,0.897621488571167
0.8140575941915228,0.8964550733566284
0.823893740188383,0.8975978493690491
0.8342695251177394,0.899187695980072
0.8437929258241759,0.9009528517723083
0.8538498332025117,0.9018465161323548
0.8639251373626373,0.904048216342926
0.8749018838304553,0.9041341304779053
0.8835974293563579,0.9016932606697082
0.8934948979591837,0.8990690469741821
0.9040669152276295,0.8981233358383178
0.9135044642857143,0.8978318452835083
0.9233712715855573,0.8974630475044251
0.9340168759811617,0.897971796989441
0.9422647664835165,0.8962234377861023
0.9522787480376766,0.8994482159614563
0.9629488814756672,0.8972030878067017
0.9716015011773941,0.8965832710266113
0.9815234988226059,0.8955947756767273
0.9909794446624803,0.8957800030708313
