reduce,ssim
0.010670731707317074,0.993542742729187
0.023373983739837397,0.9900820255279541
0.03201219512195122,0.9885268330574035
0.042682926829268296,0.9898471474647522
0.053353658536585365,0.9864099264144898
0.0625,0.9841753482818604
0.07164634146341463,0.9823352813720703
0.08231707317073171,0.9805728793144226
0.09095528455284553,0.9791306257247925
0.10213414634146341,0.9794999599456787
0.11077235772357724,0.9778071284294129
0.1209349593495935,0.9766909837722778
0.13363821138211382,0.9754427552223206
0.14227642276422764,0.9761115789413453
0.15091463414634146,0.9749449372291565
0.1641260162601626,0.9728556036949157
0.1722560975609756,0.9721727728843689
0.18140243902439024,0.971121323108673
0.19258130081300814,0.9704043626785278
0.20166412601626016,0.9698638081550598
0.211255081300813,0.9706583142280578
0.22446646341463414,0.9705018281936646
0.23221544715447154,0.9698499917984009
0.24129827235772358,0.9688713431358338
0.2523501016260163,0.9678327202796936
0.26333841463414637,0.968208396434784
0.27191310975609756,0.9670968174934387
0.28293318089430897,0.9662534713745117
0.2931275406504065,0.9651704668998718
0.3017022357723577,0.9637563705444336
0.313135162601626,0.9630006313323974
0.3241869918699187,0.9609362006187439
0.3332063008130081,0.9583471417427063
0.34260670731707316,0.9556157708168029
0.35251524390243905,0.9548932909965515
0.36864837398373984,0.9534094095230102
0.3721417682926829,0.9524477958679199
0.3882748983739837,0.9510167002677917
0.3948170731707317,0.9509807705879212
0.4028836382113821,0.9502983689308167
0.4174923780487805,0.9496156334877014
0.429052337398374,0.9477219939231872
0.4323551829268293,0.9480120658874511
0.4443915142276423,0.9478820443153382
0.4529979674796748,0.9467707276344299
0.46747967479674796,0.9458168864250183
0.4728785569105691,0.9455510139465332
0.4881859756097561,0.9440699577331543
0.49434705284552843,0.9435796737670898
0.5030487804878049,0.9414217591285705
0.5149263211382114,0.940816056728363
0.5287093495934959,0.9387890100479126
0.5410950203252033,0.9385448575019837
0.5454141260162602,0.9376841187477112
0.555640243902439,0.9379550457000733
0.564723069105691,0.9365960478782653
0.576854674796748,0.9356349825859069
0.5838414634146342,0.9350227594375611
0.5953696646341463,0.9334563851356507
0.6261432926829268,0.9344682335853577
0.6261432926829268,0.9343373417854309
0.6261432926829268,0.9344588637351989
0.664380081300813,0.9352112174034118
0.664380081300813,0.9352075099945069
0.664380081300813,0.9352086305618286
0.664380081300813,0.935149872303009
0.6932799796747967,0.9371199488639832
0.6932799796747967,0.9371918082237244
0.6949314024390244,0.9364400386810303
0.7064913617886179,0.9378057837486267
0.7154471544715447,0.9364491701126099
0.7290396341463414,0.9369720220565796
0.7354547764227642,0.9357794523239136
0.747776930894309,0.93523668050766
0.7597815040650406,0.9351905941963196
0.7658790650406504,0.9355561375617981
0.7883003048780488,0.9366725325584412
0.7883003048780488,0.9366270899772644
0.7957317073170732,0.9354130983352661
0.8043064024390244,0.9352917313575745
0.8165015243902439,0.9381860256195068
0.8245680894308943,0.9380070924758911
0.8380335365853658,0.9379766464233399
0.8474974593495935,0.9362580418586731
0.8560086382113821,0.9349220871925354
0.863916412601626,0.9363039135932922
0.874682418699187,0.9349017381668091
0.8932291666666666,0.9381855607032776
0.8951981707317073,0.938931119441986
0.905932418699187,0.9392654657363891
0.9134908536585366,0.9393768072128296
0.9233993902439024,0.94012451171875
0.9346735264227642,0.938276731967926
0.9469321646341463,0.9434428095817566
0.9533790650406504,0.9377702236175537
0.9648119918699187,0.9409617185592651
0.9727832825203252,0.9368146657943726
0.9830094004065041,0.9313023447990417
0.9916793699186992,0.9299508333206177
