reduce,ssim
0.010903426791277258,0.994865334033966
0.020249221183800622,0.9893570303916931
0.03115264797507788,0.9862074375152587
0.040498442367601244,0.9852079153060913
0.0514018691588785,0.9832797288894654
0.06074766355140187,0.9797202587127686
0.07126168224299065,0.9780400514602661
0.08177570093457943,0.9762075781822205
0.09540498442367601,0.971526300907135
0.1059190031152648,0.9676737666130066
0.11059190031152648,0.9676862478256225
0.12422118380062305,0.9631105422973633
0.13200934579439252,0.9626321434974671
0.1413551401869159,0.9628781676292419
0.15498442367601245,0.9612420678138733
0.16121495327102803,0.9615475296974182
0.17328660436137072,0.9583633184432984
0.19007982866043613,0.9574086427688598
0.19163746105919002,0.9572247743606568
0.2009832554517134,0.960926353931427
0.21456386292834892,0.9581024765968322
0.22819314641744548,0.956094217300415
0.23130841121495327,0.9554377198219299
0.24454828660436137,0.9527443528175354
0.2514602803738318,0.9524713635444642
0.26148753894080995,0.9524873614311218
0.27124707943925236,0.9518457651138306
0.2873101635514019,0.9507728099822998
0.2908878504672897,0.9528315544128418
0.3007690809968847,0.9545448780059814
0.32053154205607476,0.9521815538406372
0.330558800623053,0.9492174983024597
0.34058605919003115,0.9460591673851013
0.34214369158878505,0.9469244718551636
0.351148753894081,0.9472305774688721
0.3652647975077882,0.9440552711486816
0.37149532710280375,0.9455714583396911
0.38614680685358255,0.9452939629554749
0.3913064641744548,0.9446308493614197
0.4025992990654206,0.9417689919471741
0.4123345015576324,0.9392866611480712
0.42679127725856697,0.9361508131027222
0.4317805685358255,0.935454535484314
0.44312207943925236,0.9323325753211975
0.4518107476635514,0.9343186378479004
0.4647585669781931,0.9322194457054138
0.4742990654205608,0.9293048977851868
0.48885319314641745,0.9272395730018616
0.49196845794392524,0.9272584915161133
0.5064982476635514,0.924974799156189
0.5114632009345794,0.9246118068695068
0.5226586838006231,0.9253475308418274
0.5401577102803738,0.922668731212616
0.5417153426791277,0.923034417629242
0.5573403426791277,0.9197368264198303
0.5664427570093458,0.9167569875717163
0.5772001557632399,0.913699495792389
0.5818730529595015,0.912874698638916
0.5927764797507789,0.9137356042861938
0.6020249221183801,0.9143758296966553
0.6121982087227414,0.9136759161949157
0.6231016355140186,0.9155323147773743
0.6327881619937694,0.9160831332206726
0.6501168224299065,0.9122583150863648
0.6584890965732088,0.9084210753440857
0.6631619937694704,0.9081583857536316
0.6725077881619937,0.9101011514663696
0.6830948208722741,0.9110299825668335
0.6926353193146417,0.912440812587738
0.7020784657320872,0.9120758652687073
0.7127385124610592,0.9086759209632873
0.7223033489096573,0.9057989835739135
0.7333528037383178,0.9080965399742127
0.7436234423676013,0.9112578630447388
0.7529205607476636,0.9072904586791992
0.7636292834890965,0.9076159834861756
0.7723422897196262,0.9083170175552369
0.7896222741433022,0.9072742819786072
0.7924454828660437,0.9082377076148986
0.8042250778816199,0.9046225905418396
0.8138629283489096,0.9046894192695618
0.823208722741433,0.9052889347076416
0.8328465732087228,0.9073148250579834
0.8427764797507789,0.9102622628211975
0.8552862149532711,0.9041349172592164
0.8632204049844237,0.9048270106315612
0.8736857476635514,0.9072433352470398
0.8835669781931464,0.9065370321273803
0.8936915887850467,0.9034318923950195
0.9026479750778816,0.8993400812149048
0.912869937694704,0.8928316235542297
0.9236273364485982,0.8850394248962402
0.9325350467289719,0.8786120057106018
0.9429760514018691,0.8735433459281922
0.9525165498442367,0.8737399935722351
0.9620813862928349,0.8771310210227966
0.9722059968847352,0.884264099597931
0.9817708333333334,0.893002450466156
0.9910192757009346,0.8981489896774292
