root,model,unixTime,iteration,rating,
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,dbb63505-4dd0-11ec-86eb-a85e4557a9b6,1637831999,0,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,dbb63abb-4dd0-11ec-86eb-a85e4557a9b6,1637831999,0,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,dbb63951-4dd0-11ec-86eb-a85e4557a9b6,1637831999,0,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,dbb637de-4dd0-11ec-86eb-a85e4557a9b6,1637831999,0,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,f93ed8ab-4dd0-11ec-86eb-a85e4557a9b6,1637832049,1,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,f93edb00-4dd0-11ec-86eb-a85e4557a9b6,1637832049,1,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,f93edafa-4dd0-11ec-86eb-a85e4557a9b6,1637832049,1,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,f93edafe-4dd0-11ec-86eb-a85e4557a9b6,1637832049,1,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,5d48fe48-4dd3-11ec-86eb-a85e4557a9b6,1637833076,2,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,5d4900a0-4dd3-11ec-86eb-a85e4557a9b6,1637833076,2,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,5d49009c-4dd3-11ec-86eb-a85e4557a9b6,1637833076,2,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,5d49009f-4dd3-11ec-86eb-a85e4557a9b6,1637833076,2,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,7bcf63ac-4dd3-11ec-86eb-a85e4557a9b6,1637833127,3,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,7bcf6142-4dd3-11ec-86eb-a85e4557a9b6,1637833127,3,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,7bcf63ab-4dd3-11ec-86eb-a85e4557a9b6,1637833127,3,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,7bcf63a7-4dd3-11ec-86eb-a85e4557a9b6,1637833127,3,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,883fad51-4dd3-11ec-86eb-a85e4557a9b6,1637833148,4,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,883faf9b-4dd3-11ec-86eb-a85e4557a9b6,1637833148,4,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,883faf9a-4dd3-11ec-86eb-a85e4557a9b6,1637833148,4,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,883faf97-4dd3-11ec-86eb-a85e4557a9b6,1637833149,4,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,97350d71-4dd3-11ec-86eb-a85e4557a9b6,1637833173,5,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,97350d72-4dd3-11ec-86eb-a85e4557a9b6,1637833173,5,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,97350b42-4dd3-11ec-86eb-a85e4557a9b6,1637833173,5,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,97350d6e-4dd3-11ec-86eb-a85e4557a9b6,1637833173,5,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,58d49d9e-4dd4-11ec-86eb-a85e4557a9b6,1637833498,6,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,58d49d9c-4dd4-11ec-86eb-a85e4557a9b6,1637833498,6,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,58d49b09-4dd4-11ec-86eb-a85e4557a9b6,1637833498,6,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,58d49da0-4dd4-11ec-86eb-a85e4557a9b6,1637833498,6,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,67986bcd-4dd4-11ec-86eb-a85e4557a9b6,1637833522,7,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,6798684b-4dd4-11ec-86eb-a85e4557a9b6,1637833523,7,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,67986bcb-4dd4-11ec-86eb-a85e4557a9b6,1637833523,7,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,67986bc6-4dd4-11ec-86eb-a85e4557a9b6,1637833523,7,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,78fa5765-4dd4-11ec-86eb-a85e4557a9b6,1637833552,8,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,78fa5766-4dd4-11ec-86eb-a85e4557a9b6,1637833552,8,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,78fa54ff-4dd4-11ec-86eb-a85e4557a9b6,1637833552,8,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,78fa5762-4dd4-11ec-86eb-a85e4557a9b6,1637833552,8,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,85990675-4dd4-11ec-86eb-a85e4557a9b6,1637833573,9,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,85990413-4dd4-11ec-86eb-a85e4557a9b6,1637833573,9,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,85990673-4dd4-11ec-86eb-a85e4557a9b6,1637833573,9,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,85990671-4dd4-11ec-86eb-a85e4557a9b6,1637833573,9,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,93bcdb55-4dd4-11ec-86eb-a85e4557a9b6,1637833597,10,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,93bcdb56-4dd4-11ec-86eb-a85e4557a9b6,1637833597,10,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,93bcd8fe-4dd4-11ec-86eb-a85e4557a9b6,1637833597,10,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,93bcdb52-4dd4-11ec-86eb-a85e4557a9b6,1637833597,10,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,a5113ba6-4dd4-11ec-86eb-a85e4557a9b6,1637833626,11,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,a511362c-4dd4-11ec-86eb-a85e4557a9b6,1637833626,11,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,a5113ba2-4dd4-11ec-86eb-a85e4557a9b6,1637833626,11,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,a5113ba8-4dd4-11ec-86eb-a85e4557a9b6,1637833626,11,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,b38f8f93-4dd4-11ec-86eb-a85e4557a9b6,1637833650,12,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,b38f8d3e-4dd4-11ec-86eb-a85e4557a9b6,1637833650,12,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,b38f8f8f-4dd4-11ec-86eb-a85e4557a9b6,1637833650,12,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,b38f8f92-4dd4-11ec-86eb-a85e4557a9b6,1637833650,12,2
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,c708a8f6-4dd4-11ec-86eb-a85e4557a9b6,1637833683,13,1
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,c708a691-4dd4-11ec-86eb-a85e4557a9b6,1637833683,13,3
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,c708a8f2-4dd4-11ec-86eb-a85e4557a9b6,1637833683,13,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,c708a8f5-4dd4-11ec-86eb-a85e4557a9b6,1637833683,13,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,d3079e0a-4dd4-11ec-86eb-a85e4557a9b6,1637833703,14,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,d307a0e7-4dd4-11ec-86eb-a85e4557a9b6,1637833703,14,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,d307a0e0-4dd4-11ec-86eb-a85e4557a9b6,1637833703,14,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,d307a0e4-4dd4-11ec-86eb-a85e4557a9b6,1637833703,14,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,ddcc3e6e-4dd4-11ec-86eb-a85e4557a9b6,1637833721,15,4
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,ddcc4120-4dd4-11ec-86eb-a85e4557a9b6,1637833721,15,0
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,ddcc411b-4dd4-11ec-86eb-a85e4557a9b6,1637833721,15,5
dacdd183-4dd0-11ec-86eb-a85e4557a9b6,ddcc411f-4dd4-11ec-86eb-a85e4557a9b6,1637833721,15,0
